activity subject variable mean
sitting 19 frequencyDomainSignalBodyGyroscopeJerkMagnitudeStandardDeviation -0.985416444657534
sitting 20 timeBodyAccelerometerMeanX 0.278045439090909
sitting 20 timeBodyAccelerometerMeanY -0.0147229305131818
sitting 20 timeBodyAccelerometerMeanZ -0.108369634515152
sitting 20 timeBodyAccelerometerStandardDeviationX -0.983081858939394
sitting 20 timeBodyAccelerometerStandardDeviationY -0.93612270469697
sitting 20 timeBodyAccelerometerStandardDeviationZ -0.929106396818182
sitting 20 timeGravityAccelerometerMeanX 0.924454522424242
sitting 20 timeGravityAccelerometerMeanY 0.0733385412878788
sitting 20 timeGravityAccelerometerMeanZ 0.151679135228788
sitting 20 timeGravityAccelerometerStandardDeviationX -0.985829034393939
sitting 20 timeGravityAccelerometerStandardDeviationY -0.966983534242424
sitting 20 timeGravityAccelerometerStandardDeviationZ -0.935854966151515
sitting 20 timeBodyAccelerometerJerkMeanX 0.0746568393030303
sitting 20 timeBodyAccelerometerJerkMeanY 0.00597430268636364
sitting 20 timeBodyAccelerometerJerkMeanZ 0.00160134859924242
sitting 20 timeBodyAccelerometerJerkStandardDeviationX -0.982078229242424
sitting 20 timeBodyAccelerometerJerkStandardDeviationY -0.970896863484848
sitting 20 timeBodyAccelerometerJerkStandardDeviationZ -0.976522488787879
sitting 20 timeBodyGyroscopeMeanX -0.036405928969697
sitting 20 timeBodyGyroscopeMeanY -0.0650689347121212
sitting 20 timeBodyGyroscopeMeanZ 0.0642882138333333
sitting 20 timeBodyGyroscopeStandardDeviationX -0.976309017121212
sitting 20 timeBodyGyroscopeStandardDeviationY -0.960104508636364
sitting 20 timeBodyGyroscopeStandardDeviationZ -0.945771803484848
sitting 20 timeBodyGyroscopeJerkMeanX -0.0959970816060606
sitting 20 timeBodyGyroscopeJerkMeanY -0.0407299244348485
sitting 20 timeBodyGyroscopeJerkMeanZ -0.0465835149090909
sitting 20 timeBodyGyroscopeJerkStandardDeviationX -0.977414910909091
sitting 20 timeBodyGyroscopeJerkStandardDeviationY -0.979684097272727
sitting 20 timeBodyGyroscopeJerkStandardDeviationZ -0.979742084090909
sitting 20 timeBodyAccelerometerMagnitudeMean -0.952738043030303
sitting 20 timeBodyAccelerometerMagnitudeStandardDeviation -0.937764028181818
sitting 20 timeGravityAccelerometerMagnitudeMean -0.952738043030303
sitting 20 timeGravityAccelerometerMagnitudeStandardDeviation -0.937764028181818
sitting 20 timeBodyAccelerometerJerkMagnitudeMean -0.978774578333333
sitting 20 timeBodyAccelerometerJerkMagnitudeStandardDeviation -0.972537871515151
sitting 20 timeBodyGyroscopeMagnitudeMean -0.939574435606061
sitting 20 timeBodyGyroscopeMagnitudeStandardDeviation -0.941069909848485
sitting 20 timeBodyGyroscopeJerkMagnitudeMean -0.983010276060606
sitting 20 timeBodyGyroscopeJerkMagnitudeStandardDeviation -0.97507615
sitting 20 frequencyDomainSignalBodyAccelerometerMeanX -0.981203064242424
sitting 20 frequencyDomainSignalBodyAccelerometerMeanY -0.945198619242424
sitting 20 frequencyDomainSignalBodyAccelerometerMeanZ -0.947597457121212
sitting 20 frequencyDomainSignalBodyAccelerometerStandardDeviationX -0.98397837530303
sitting 20 frequencyDomainSignalBodyAccelerometerStandardDeviationY -0.935031700454545
sitting 20 frequencyDomainSignalBodyAccelerometerStandardDeviationZ -0.924947175454545
sitting 20 frequencyDomainSignalBodyAccelerometerJerkMeanX -0.982243603030303
sitting 20 frequencyDomainSignalBodyAccelerometerJerkMeanY -0.971158287575758
sitting 20 frequencyDomainSignalBodyAccelerometerJerkMeanZ -0.973211461363636
sitting 20 frequencyDomainSignalBodyAccelerometerJerkStandardDeviationX -0.983565760757576
sitting 20 frequencyDomainSignalBodyAccelerometerJerkStandardDeviationY -0.972776577272727
sitting 20 frequencyDomainSignalBodyAccelerometerJerkStandardDeviationZ -0.978458923030303
sitting 20 frequencyDomainSignalBodyGyroscopeMeanX -0.969913284393939
sitting 20 frequencyDomainSignalBodyGyroscopeMeanY -0.964643068787879
sitting 20 frequencyDomainSignalBodyGyroscopeMeanZ -0.950963363939394
sitting 20 frequencyDomainSignalBodyGyroscopeStandardDeviationX -0.978433538484848
sitting 20 frequencyDomainSignalBodyGyroscopeStandardDeviationY -0.958015696363636
sitting 20 frequencyDomainSignalBodyGyroscopeStandardDeviationZ -0.949176822121212
sitting 20 frequencyDomainSignalBodyAccelerometerMagnitudeMean -0.946913451666667
sitting 20 frequencyDomainSignalBodyAccelerometerMagnitudeStandardDeviation -0.942151231515152
sitting 20 frequencyDomainSignalBodyAccelerometerJerkMagnitudeMean -0.971730462575758
sitting 20 frequencyDomainSignalBodyAccelerometerJerkMagnitudeStandardDeviation -0.972597744242424
sitting 20 frequencyDomainSignalBodyGyroscopeMagnitudeMean -0.953399068181818
sitting 20 frequencyDomainSignalBodyGyroscopeMagnitudeStandardDeviation -0.943725755909091
sitting 20 frequencyDomainSignalBodyGyroscopeJerkMagnitudeMean -0.976108353787879
sitting 20 frequencyDomainSignalBodyGyroscopeJerkMagnitudeStandardDeviation -0.975226588333333
sitting 21 timeBodyAccelerometerMeanX 0.277539616823529
sitting 21 timeBodyAccelerometerMeanY -0.0144009705494118
sitting 21 timeBodyAccelerometerMeanZ -0.112057887741176
sitting 21 timeBodyAccelerometerStandardDeviationX -0.991777287176471
sitting 21 timeBodyAccelerometerStandardDeviationY -0.966877560941176
sitting 21 timeBodyAccelerometerStandardDeviationZ -0.959567861764706
sitting 21 timeGravityAccelerometerMeanX 0.940031368
sitting 21 timeGravityAccelerometerMeanY 0.0215206708823529
sitting 21 timeGravityAccelerometerMeanZ -0.0567766060705882
sitting 21 timeGravityAccelerometerStandardDeviationX -0.992936404470588
sitting 21 timeGravityAccelerometerStandardDeviationY -0.979355363176471
sitting 21 timeGravityAccelerometerStandardDeviationZ -0.965426493882353
sitting 21 timeBodyAccelerometerJerkMeanX 0.0757109789882353
sitting 21 timeBodyAccelerometerJerkMeanY 0.0121020139594259
sitting 21 timeBodyAccelerometerJerkMeanZ -0.000175352166235294
sitting 21 timeBodyAccelerometerJerkStandardDeviationX -0.989439392235294
sitting 21 timeBodyAccelerometerJerkStandardDeviationY -0.979002804823529
sitting 21 timeBodyAccelerometerJerkStandardDeviationZ -0.985823622941176
sitting 21 timeBodyGyroscopeMeanX -0.0198712820612471
sitting 21 timeBodyGyroscopeMeanY -0.0653077503317647
sitting 21 timeBodyGyroscopeMeanZ 0.0831326042823529
sitting 21 timeBodyGyroscopeStandardDeviationX -0.988410501294118
sitting 21 timeBodyGyroscopeStandardDeviationY -0.976380487294118
sitting 21 timeBodyGyroscopeStandardDeviationZ -0.976972658588235
sitting 21 timeBodyGyroscopeJerkMeanX -0.101114775129412
sitting 21 timeBodyGyroscopeJerkMeanY -0.0391483428502824
sitting 21 timeBodyGyroscopeJerkMeanZ -0.0526409877294118
sitting 21 timeBodyGyroscopeJerkStandardDeviationX -0.989472968470588
sitting 21 timeBodyGyroscopeJerkStandardDeviationY -0.989722663529412
sitting 21 timeBodyGyroscopeJerkStandardDeviationZ -0.987954515294118
sitting 21 timeBodyAccelerometerMagnitudeMean -0.974734999411765
sitting 21 timeBodyAccelerometerMagnitudeStandardDeviation -0.971994251294118
sitting 21 timeGravityAccelerometerMagnitudeMean -0.974734999411765
sitting 21 timeGravityAccelerometerMagnitudeStandardDeviation -0.971994251294118
sitting 21 timeBodyAccelerometerJerkMagnitudeMean -0.985947225176471
sitting 21 timeBodyAccelerometerJerkMagnitudeStandardDeviation -0.986520865058824
sitting 21 timeBodyGyroscopeMagnitudeMean -0.964971113764706
sitting 21 timeBodyGyroscopeMagnitudeStandardDeviation -0.971225061647059
sitting 21 timeBodyGyroscopeJerkMagnitudeMean -0.990307349882353
sitting 21 timeBodyGyroscopeJerkMagnitudeStandardDeviation -0.990302232705882
sitting 21 frequencyDomainSignalBodyAccelerometerMeanX -0.990610228
sitting 21 frequencyDomainSignalBodyAccelerometerMeanY -0.968060947058824
sitting 21 frequencyDomainSignalBodyAccelerometerMeanZ -0.970859342941176
sitting 21 frequencyDomainSignalBodyAccelerometerStandardDeviationX -0.992375229411765
sitting 21 frequencyDomainSignalBodyAccelerometerStandardDeviationY -0.96756129
sitting 21 frequencyDomainSignalBodyAccelerometerStandardDeviationZ -0.956412505058824
sitting 21 frequencyDomainSignalBodyAccelerometerJerkMeanX -0.989759187058823
sitting 21 frequencyDomainSignalBodyAccelerometerJerkMeanY -0.979180438588235
sitting 21 frequencyDomainSignalBodyAccelerometerJerkMeanZ -0.983434322941176
sitting 21 frequencyDomainSignalBodyAccelerometerJerkStandardDeviationX -0.990027822470588
sitting 21 frequencyDomainSignalBodyAccelerometerJerkStandardDeviationY -0.980347168823529
sitting 21 frequencyDomainSignalBodyAccelerometerJerkStandardDeviationZ -0.986845672352941
sitting 21 frequencyDomainSignalBodyGyroscopeMeanX -0.984893559764706
sitting 21 frequencyDomainSignalBodyGyroscopeMeanY -0.979830938
sitting 21 frequencyDomainSignalBodyGyroscopeMeanZ -0.976839728941176
sitting 21 frequencyDomainSignalBodyGyroscopeStandardDeviationX -0.98955931
sitting 21 frequencyDomainSignalBodyGyroscopeStandardDeviationY -0.974723217647059
sitting 21 frequencyDomainSignalBodyGyroscopeStandardDeviationZ -0.979130678470588
sitting 21 frequencyDomainSignalBodyAccelerometerMagnitudeMean -0.974829227058824
sitting 21 frequencyDomainSignalBodyAccelerometerMagnitudeStandardDeviation -0.974447593176471
sitting 21 frequencyDomainSignalBodyAccelerometerJerkMagnitudeMean -0.985342358705882
sitting 21 frequencyDomainSignalBodyAccelerometerJerkMagnitudeStandardDeviation -0.986991549529412
sitting 21 frequencyDomainSignalBodyGyroscopeMagnitudeMean -0.977839702352941
sitting 21 frequencyDomainSignalBodyGyroscopeMagnitudeStandardDeviation -0.972027251294118
sitting 21 frequencyDomainSignalBodyGyroscopeJerkMagnitudeMean -0.990014272588235
sitting 21 frequencyDomainSignalBodyGyroscopeJerkMagnitudeStandardDeviation -0.991062204823529
sitting 22 timeBodyAccelerometerMeanX 0.273583822709677
sitting 22 timeBodyAccelerometerMeanY -0.0123468446419355
sitting 22 timeBodyAccelerometerMeanZ -0.105827369516129
sitting 22 timeBodyAccelerometerStandardDeviationX -0.978466823709677
sitting 22 timeBodyAccelerometerStandardDeviationY -0.928059133795645
sitting 22 timeBodyAccelerometerStandardDeviationZ -0.917564853870968
sitting 22 timeGravityAccelerometerMeanX 0.839305928709677
sitting 22 timeGravityAccelerometerMeanY 0.208553884
sitting 22 timeGravityAccelerometerMeanZ 0.315551492322581
sitting 22 timeGravityAccelerometerStandardDeviationX -0.972009988709677
sitting 22 timeGravityAccelerometerStandardDeviationY -0.954225015274194
sitting 22 timeGravityAccelerometerStandardDeviationZ -0.927950649854839
sitting 22 timeBodyAccelerometerJerkMeanX 0.0807687311935484
sitting 22 timeBodyAccelerometerJerkMeanY -0.000842715149193548
sitting 22 timeBodyAccelerometerJerkMeanZ -0.0126852481958065
sitting 22 timeBodyAccelerometerJerkStandardDeviationX -0.981664149193548
sitting 22 timeBodyAccelerometerJerkStandardDeviationY -0.964782832419355
sitting 22 timeBodyAccelerometerJerkStandardDeviationZ -0.978928356290323
sitting 22 timeBodyGyroscopeMeanX -0.0360430675032258
sitting 22 timeBodyGyroscopeMeanY -0.0793617444354839
sitting 22 timeBodyGyroscopeMeanZ 0.0804426775241936
sitting 22 timeBodyGyroscopeStandardDeviationX -0.981099172419355
sitting 22 timeBodyGyroscopeStandardDeviationY -0.950173478548387
sitting 22 timeBodyGyroscopeStandardDeviationZ -0.946501417741936
sitting 22 timeBodyGyroscopeJerkMeanX -0.0986493161935484
sitting 22 timeBodyGyroscopeJerkMeanY -0.0423409822741935
sitting 22 timeBodyGyroscopeJerkMeanZ -0.0517193986693548
sitting 22 timeBodyGyroscopeJerkStandardDeviationX -0.985671250322581
sitting 22 timeBodyGyroscopeJerkStandardDeviationY -0.980275619354839
sitting 22 timeBodyGyroscopeJerkStandardDeviationZ -0.97954410516129
sitting 22 timeBodyAccelerometerMagnitudeMean -0.942167353870968
sitting 22 timeBodyAccelerometerMagnitudeStandardDeviation -0.924336184035484
sitting 22 timeGravityAccelerometerMagnitudeMean -0.942167353870968
sitting 22 timeGravityAccelerometerMagnitudeStandardDeviation -0.924336184035484
sitting 22 timeBodyAccelerometerJerkMagnitudeMean -0.979303714032258
sitting 22 timeBodyAccelerometerJerkMagnitudeStandardDeviation -0.968576776774194
sitting 22 timeBodyGyroscopeMagnitudeMean -0.942077432741935
sitting 22 timeBodyGyroscopeMagnitudeStandardDeviation -0.933268487096774
sitting 22 timeBodyGyroscopeJerkMagnitudeMean -0.98547603483871
sitting 22 timeBodyGyroscopeJerkMagnitudeStandardDeviation -0.976503766290323
sitting 22 frequencyDomainSignalBodyAccelerometerMeanX -0.978505368225806
sitting 22 frequencyDomainSignalBodyAccelerometerMeanY -0.939546007903226
sitting 22 frequencyDomainSignalBodyAccelerometerMeanZ -0.946635312419355
sitting 22 frequencyDomainSignalBodyAccelerometerStandardDeviationX -0.97862319016129
sitting 22 frequencyDomainSignalBodyAccelerometerStandardDeviationY -0.926995253483871
sitting 22 frequencyDomainSignalBodyAccelerometerStandardDeviationZ -0.909344305645161
sitting 22 frequencyDomainSignalBodyAccelerometerJerkMeanX -0.980944505967742
sitting 22 frequencyDomainSignalBodyAccelerometerJerkMeanY -0.963129472580645
sitting 22 frequencyDomainSignalBodyAccelerometerJerkMeanZ -0.975330718709677
sitting 22 frequencyDomainSignalBodyAccelerometerJerkStandardDeviationX -0.984299609032258
sitting 22 frequencyDomainSignalBodyAccelerometerJerkStandardDeviationY -0.969776055483871
sitting 22 frequencyDomainSignalBodyAccelerometerJerkStandardDeviationZ -0.981272224354839
sitting 22 frequencyDomainSignalBodyGyroscopeMeanX -0.977266731129032
sitting 22 frequencyDomainSignalBodyGyroscopeMeanY -0.959161754193548
sitting 22 frequencyDomainSignalBodyGyroscopeMeanZ -0.948367052258065
sitting 22 frequencyDomainSignalBodyGyroscopeStandardDeviationX -0.982373346290323
sitting 22 frequencyDomainSignalBodyGyroscopeStandardDeviationY -0.946107943548387
sitting 22 frequencyDomainSignalBodyGyroscopeStandardDeviationZ -0.951045695483871
sitting 22 frequencyDomainSignalBodyAccelerometerMagnitudeMean -0.943078237096774
sitting 22 frequencyDomainSignalBodyAccelerometerMagnitudeStandardDeviation -0.926798029822581
sitting 22 frequencyDomainSignalBodyAccelerometerJerkMagnitudeMean -0.968908297096774
sitting 22 frequencyDomainSignalBodyAccelerometerJerkMagnitudeStandardDeviation -0.967026275967742
sitting 22 frequencyDomainSignalBodyGyroscopeMagnitudeMean -0.951952767258065
sitting 22 frequencyDomainSignalBodyGyroscopeMagnitudeStandardDeviation -0.93356300983871
sitting 22 frequencyDomainSignalBodyGyroscopeJerkMagnitudeMean -0.977775448387097
sitting 22 frequencyDomainSignalBodyGyroscopeJerkMagnitudeStandardDeviation -0.976318114516129
sitting 23 timeBodyAccelerometerMeanX 0.273351251617647
sitting 23 timeBodyAccelerometerMeanY -0.0133945015676471
sitting 23 timeBodyAccelerometerMeanZ -0.103808679294118
sitting 23 timeBodyAccelerometerStandardDeviationX -0.987607636617647
sitting 23 timeBodyAccelerometerStandardDeviationY -0.934933559264706
sitting 23 timeBodyAccelerometerStandardDeviationZ -0.905584390323529
sitting 23 timeGravityAccelerometerMeanX 0.936509242941176
sitting 23 timeGravityAccelerometerMeanY 0.1217510625
sitting 23 timeGravityAccelerometerMeanZ 0.0630111556279412
sitting 23 timeGravityAccelerometerStandardDeviationX -0.984536722205882
sitting 23 timeGravityAccelerometerStandardDeviationY -0.960917426323529
sitting 23 timeGravityAccelerometerStandardDeviationZ -0.923953600294118
sitting 23 timeBodyAccelerometerJerkMeanX 0.0770022352205882
sitting 23 timeBodyAccelerometerJerkMeanY 0.0101351394211029
sitting 23 timeBodyAccelerometerJerkMeanZ -0.00148823351367647
sitting 23 timeBodyAccelerometerJerkStandardDeviationX -0.984561803823529
sitting 23 timeBodyAccelerometerJerkStandardDeviationY -0.978045837794118
sitting 23 timeBodyAccelerometerJerkStandardDeviationZ -0.975978995
sitting 23 timeBodyGyroscopeMeanX -0.0472583464367647
sitting 23 timeBodyGyroscopeMeanY -0.0684325551029412
sitting 23 timeBodyGyroscopeMeanZ 0.0645673209117647
sitting 23 timeBodyGyroscopeStandardDeviationX -0.980363734264706
sitting 23 timeBodyGyroscopeStandardDeviationY -0.948109526029412
sitting 23 timeBodyGyroscopeStandardDeviationZ -0.9597186325
sitting 23 timeBodyGyroscopeJerkMeanX -0.0967422192647059
sitting 23 timeBodyGyroscopeJerkMeanY -0.0434602554691176
sitting 23 timeBodyGyroscopeJerkMeanZ -0.0485561086867647
sitting 23 timeBodyGyroscopeJerkStandardDeviationX -0.987084633970588
sitting 23 timeBodyGyroscopeJerkStandardDeviationY -0.980727445294118
sitting 23 timeBodyGyroscopeJerkStandardDeviationZ -0.988130142058824
sitting 23 timeBodyAccelerometerMagnitudeMean -0.944080772941176
sitting 23 timeBodyAccelerometerMagnitudeStandardDeviation -0.924963263235294
sitting 23 timeGravityAccelerometerMagnitudeMean -0.944080772941176
sitting 23 timeGravityAccelerometerMagnitudeStandardDeviation -0.924963263235294
sitting 23 timeBodyAccelerometerJerkMagnitudeMean -0.982375503382353
sitting 23 timeBodyAccelerometerJerkMagnitudeStandardDeviation -0.973668776323529
sitting 23 timeBodyGyroscopeMagnitudeMean -0.936593426911765
sitting 23 timeBodyGyroscopeMagnitudeStandardDeviation -0.937006097352941
sitting 23 timeBodyGyroscopeJerkMagnitudeMean -0.986514066029412
sitting 23 timeBodyGyroscopeJerkMagnitudeStandardDeviation -0.979226997941177
sitting 23 frequencyDomainSignalBodyAccelerometerMeanX -0.986325670882353
sitting 23 frequencyDomainSignalBodyAccelerometerMeanY -0.953460406470588
sitting 23 frequencyDomainSignalBodyAccelerometerMeanZ -0.942031166764706
sitting 23 frequencyDomainSignalBodyAccelerometerStandardDeviationX -0.988345258235294
sitting 23 frequencyDomainSignalBodyAccelerometerStandardDeviationY -0.930781487205882
sitting 23 frequencyDomainSignalBodyAccelerometerStandardDeviationZ -0.896125263911765
sitting 23 frequencyDomainSignalBodyAccelerometerJerkMeanX -0.984550863529412
sitting 23 frequencyDomainSignalBodyAccelerometerJerkMeanY -0.978136218235294
sitting 23 frequencyDomainSignalBodyAccelerometerJerkMeanZ -0.972656226029412
sitting 23 frequencyDomainSignalBodyAccelerometerJerkStandardDeviationX -0.986019630441176
sitting 23 frequencyDomainSignalBodyAccelerometerJerkStandardDeviationY -0.979564696911765
sitting 23 frequencyDomainSignalBodyAccelerometerJerkStandardDeviationZ -0.977936447205882
sitting 23 frequencyDomainSignalBodyGyroscopeMeanX -0.977149986617647
sitting 23 frequencyDomainSignalBodyGyroscopeMeanY -0.957920288823529
sitting 23 frequencyDomainSignalBodyGyroscopeMeanZ -0.965428833529412
sitting 23 frequencyDomainSignalBodyGyroscopeStandardDeviationX -0.981523241176471
sitting 23 frequencyDomainSignalBodyGyroscopeStandardDeviationY -0.943733421029412
sitting 23 frequencyDomainSignalBodyGyroscopeStandardDeviationZ -0.961914054264706
sitting 23 frequencyDomainSignalBodyAccelerometerMagnitudeMean -0.945837830147059
sitting 23 frequencyDomainSignalBodyAccelerometerMagnitudeStandardDeviation -0.927090118382353
sitting 23 frequencyDomainSignalBodyAccelerometerJerkMagnitudeMean -0.974121466764706
sitting 23 frequencyDomainSignalBodyAccelerometerJerkMagnitudeStandardDeviation -0.972117016617647
sitting 23 frequencyDomainSignalBodyGyroscopeMagnitudeMean -0.952293277205882
sitting 23 frequencyDomainSignalBodyGyroscopeMagnitudeStandardDeviation -0.938680776617647
sitting 23 frequencyDomainSignalBodyGyroscopeJerkMagnitudeMean -0.980707211470588
sitting 23 frequencyDomainSignalBodyGyroscopeJerkMagnitudeStandardDeviation -0.978499038088235
sitting 24 timeBodyAccelerometerMeanX 0.273475690147059
sitting 24 timeBodyAccelerometerMeanY -0.0131255097938235
sitting 24 timeBodyAccelerometerMeanZ -0.103041061426471
sitting 24 timeBodyAccelerometerStandardDeviationX -0.990593766617647
sitting 24 timeBodyAccelerometerStandardDeviationY -0.956255962058824
sitting 24 timeBodyAccelerometerStandardDeviationZ -0.957056111470588
sitting 24 timeGravityAccelerometerMeanX 0.919637604411765
sitting 24 timeGravityAccelerometerMeanY 0.182254651955882
sitting 24 timeGravityAccelerometerMeanZ 0.109559621020588
sitting 24 timeGravityAccelerometerStandardDeviationX -0.989660149852941
sitting 24 timeGravityAccelerometerStandardDeviationY -0.971692544705882
sitting 24 timeGravityAccelerometerStandardDeviationZ -0.963406795735294
sitting 24 timeBodyAccelerometerJerkMeanX 0.0763318528529412
sitting 24 timeBodyAccelerometerJerkMeanY 0.00476702575745588
sitting 24 timeBodyAccelerometerJerkMeanZ -0.00113300171426471
sitting 24 timeBodyAccelerometerJerkStandardDeviationX -0.988564382205882
sitting 24 timeBodyAccelerometerJerkStandardDeviationY -0.979573678088235
sitting 24 timeBodyAccelerometerJerkStandardDeviationZ -0.984662946764706
sitting 24 timeBodyGyroscopeMeanX -0.0356229619955882
sitting 24 timeBodyGyroscopeMeanY -0.0750132697044118
sitting 24 timeBodyGyroscopeMeanZ 0.0800440230882353
sitting 24 timeBodyGyroscopeStandardDeviationX -0.988111648676471
sitting 24 timeBodyGyroscopeStandardDeviationY -0.977954005147059
sitting 24 timeBodyGyroscopeStandardDeviationZ -0.971277654117647
sitting 24 timeBodyGyroscopeJerkMeanX -0.0951782658382353
sitting 24 timeBodyGyroscopeJerkMeanY -0.040616936
sitting 24 timeBodyGyroscopeJerkMeanZ -0.051596655125
sitting 24 timeBodyGyroscopeJerkStandardDeviationX -0.991442007794118
sitting 24 timeBodyGyroscopeJerkStandardDeviationY -0.989780810588235
sitting 24 timeBodyGyroscopeJerkStandardDeviationZ -0.989850160294118
sitting 24 timeBodyAccelerometerMagnitudeMean -0.968979156470588
sitting 24 timeBodyAccelerometerMagnitudeStandardDeviation -0.963779683235294
sitting 24 timeGravityAccelerometerMagnitudeMean -0.968979156470588
sitting 24 timeGravityAccelerometerMagnitudeStandardDeviation -0.963779683235294
sitting 24 timeBodyAccelerometerJerkMagnitudeMean -0.985555822352941
sitting 24 timeBodyAccelerometerJerkMagnitudeStandardDeviation -0.985418456176471
sitting 24 timeBodyGyroscopeMagnitudeMean -0.964633252352941
sitting 24 timeBodyGyroscopeMagnitudeStandardDeviation -0.969257162647059
sitting 24 timeBodyGyroscopeJerkMagnitudeMean -0.991306424705882
sitting 24 timeBodyGyroscopeJerkMagnitudeStandardDeviation -0.990724530735294
sitting 24 frequencyDomainSignalBodyAccelerometerMeanX -0.989529506764706
sitting 24 frequencyDomainSignalBodyAccelerometerMeanY -0.962773200147059
sitting 24 frequencyDomainSignalBodyAccelerometerMeanZ -0.966991781176471
sitting 24 frequencyDomainSignalBodyAccelerometerStandardDeviationX -0.991100005441176
sitting 24 frequencyDomainSignalBodyAccelerometerStandardDeviationY -0.954998005147059
sitting 24 frequencyDomainSignalBodyAccelerometerStandardDeviationZ -0.954402697794118
sitting 24 frequencyDomainSignalBodyAccelerometerJerkMeanX -0.988857403235294
sitting 24 frequencyDomainSignalBodyAccelerometerJerkMeanY -0.979228238382353
sitting 24 frequencyDomainSignalBodyAccelerometerJerkMeanZ -0.981971300147059
sitting 24 frequencyDomainSignalBodyAccelerometerJerkStandardDeviationX -0.9892888075
sitting 24 frequencyDomainSignalBodyAccelerometerJerkStandardDeviationY -0.981550132794118
sitting 24 frequencyDomainSignalBodyAccelerometerJerkStandardDeviationZ -0.986008449264706
sitting 24 frequencyDomainSignalBodyGyroscopeMeanX -0.985676523823529
sitting 24 frequencyDomainSignalBodyGyroscopeMeanY -0.981200181176471
sitting 24 frequencyDomainSignalBodyGyroscopeMeanZ -0.974686891029412
sitting 24 frequencyDomainSignalBodyGyroscopeStandardDeviationX -0.988891551764706
sitting 24 frequencyDomainSignalBodyGyroscopeStandardDeviationY -0.976252427794118
sitting 24 frequencyDomainSignalBodyGyroscopeStandardDeviationZ -0.972851787647059
sitting 24 frequencyDomainSignalBodyAccelerometerMagnitudeMean -0.968905031470588
sitting 24 frequencyDomainSignalBodyAccelerometerMagnitudeStandardDeviation -0.965852262058824
sitting 24 frequencyDomainSignalBodyAccelerometerJerkMagnitudeMean -0.984469962941177
sitting 24 frequencyDomainSignalBodyAccelerometerJerkMagnitudeStandardDeviation -0.98561372
sitting 24 frequencyDomainSignalBodyGyroscopeMagnitudeMean -0.977973720735294
sitting 24 frequencyDomainSignalBodyGyroscopeMagnitudeStandardDeviation -0.969105899117647
sitting 24 frequencyDomainSignalBodyGyroscopeJerkMagnitudeMean -0.990854751176471
sitting 24 frequencyDomainSignalBodyGyroscopeJerkMagnitudeStandardDeviation -0.990933058235294
sitting 25 timeBodyAccelerometerMeanX 0.278541482461538
sitting 25 timeBodyAccelerometerMeanY -0.0147696808030769
sitting 25 timeBodyAccelerometerMeanZ -0.109160440476923
sitting 25 timeBodyAccelerometerStandardDeviationX -0.991892828615385
sitting 25 timeBodyAccelerometerStandardDeviationY -0.947457617061538
sitting 25 timeBodyAccelerometerStandardDeviationZ -0.965139552153846
sitting 25 timeGravityAccelerometerMeanX 0.865686078153846
sitting 25 timeGravityAccelerometerMeanY 0.208287142261538
sitting 25 timeGravityAccelerometerMeanZ 0.167140956385077
sitting 25 timeGravityAccelerometerStandardDeviationX -0.988879980615385
sitting 25 timeGravityAccelerometerStandardDeviationY -0.963415016923077
sitting 25 timeGravityAccelerometerStandardDeviationZ -0.969459982461538
sitting 25 timeBodyAccelerometerJerkMeanX 0.0752087009912308
sitting 25 timeBodyAccelerometerJerkMeanY 0.00485415893230769
sitting 25 timeBodyAccelerometerJerkMeanZ 0.00210760835861538
sitting 25 timeBodyAccelerometerJerkStandardDeviationX -0.992278621692308
sitting 25 timeBodyAccelerometerJerkStandardDeviationY -0.982870991692308
sitting 25 timeBodyAccelerometerJerkStandardDeviationZ -0.988433153384615
sitting 25 timeBodyGyroscopeMeanX -0.0352052091230769
sitting 25 timeBodyGyroscopeMeanY -0.0748002714615385
sitting 25 timeBodyGyroscopeMeanZ 0.0852783892769231
sitting 25 timeBodyGyroscopeStandardDeviationX -0.989907584153846
sitting 25 timeBodyGyroscopeStandardDeviationY -0.981193501846154
sitting 25 timeBodyGyroscopeStandardDeviationZ -0.972637558615385
sitting 25 timeBodyGyroscopeJerkMeanX -0.0954801379692308
sitting 25 timeBodyGyroscopeJerkMeanY -0.0391651423907692
sitting 25 timeBodyGyroscopeJerkMeanZ -0.0495595643230769
sitting 25 timeBodyGyroscopeJerkStandardDeviationX -0.992304653846154
sitting 25 timeBodyGyroscopeJerkStandardDeviationY -0.991315767692308
sitting 25 timeBodyGyroscopeJerkStandardDeviationZ -0.991491387846154
sitting 25 timeBodyAccelerometerMagnitudeMean -0.970409337076923
sitting 25 timeBodyAccelerometerMagnitudeStandardDeviation -0.960003414461538
sitting 25 timeGravityAccelerometerMagnitudeMean -0.970409337076923
sitting 25 timeGravityAccelerometerMagnitudeStandardDeviation -0.960003414461538
sitting 25 timeBodyAccelerometerJerkMagnitudeMean -0.989545142461538
sitting 25 timeBodyAccelerometerJerkMagnitudeStandardDeviation -0.988311804923077
sitting 25 timeBodyGyroscopeMagnitudeMean -0.966568718615385
sitting 25 timeBodyGyroscopeMagnitudeStandardDeviation -0.970639125692308
sitting 25 timeBodyGyroscopeJerkMagnitudeMean -0.99286465
sitting 25 timeBodyGyroscopeJerkMagnitudeStandardDeviation -0.991766403076923
sitting 25 frequencyDomainSignalBodyAccelerometerMeanX -0.991405498153846
